isbn,original_title,author,original_publication_year,num_pages,genres,image_url,avg_rating,similar_books
,Georgia Peaches and Other Forbidden Fruit,Jaye Robin Brown,2016,432,"young-adult, romance, fiction",https://images.gr-assets.com/books/1456091624m/28003097.jpg,3.9,"41420110, 43464483, 48245421, 46661437, 50610178, 48249481, 50278232, 44872662, 41096641, 49527118, 44868262, 43928166, 48160190, 44080306"
,Thin Lives,Bethany-Kris,2016,,"romance, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1472041230m/30110978.jpg,4.4,"50387905, 50453056, 44461267, 43016380, 47224142"
,Imperfect Harmony,Jay Northcote,2016,189,"romance, young-adult",https://images.gr-assets.com/books/1457631364m/29397223.jpg,3.8,"49551590, 48776009, 25803782, 47061003, 45222619"
,Princess of Tyrone,Katie Hamstead,2016,,"fantasy, paranormal, romance, young-adult, fiction",https://images.gr-assets.com/books/1454961889m/26838733.jpg,3.9,49842630
,Nolan: Return to Signal Bend,Susan Fanetti,2016,,romance,https://images.gr-assets.com/books/1460751106m/29093838.jpg,4.5,"40750848, 44997717, 47750472"
,Crystal Whisperer,Camilla Monk,2016,330,"romance, mystery, thriller, crime",https://images.gr-assets.com/books/1459329321m/27504442.jpg,4.4,"49342354, 50450205, 50299658, 51168550, 49325465, 47232527, 50702865"
,Mr and Mrs,Alexa Riley,2016,94,romance,https://images.gr-assets.com/books/1460148572m/29806565.jpg,3.8,46114245
,In the Clearing,Robert Dugoni,2016,479,"mystery, thriller, crime, fiction, romance",https://images.gr-assets.com/books/1446943429m/26214866.jpg,4.2,"47468659, 47801998"
,Say It Right,A.M. Arthur,2016,352,romance,https://images.gr-assets.com/books/1462093722m/30066494.jpg,4,"49020831, 49859665, 48638733, 48107251, 51296427, 47973609, 43875536, 48884561, 43186733"
,Worm Loves Worm,J.J. Austrian,2016,,"children, fiction, romance, fantasy, paranormal",https://images.gr-assets.com/books/1443938153m/25027836.jpg,4,"45636363, 45636447"
,Unwanted,Jennifer Estep,2016,100,"fantasy, paranormal, romance",https://images.gr-assets.com/books/1461781722m/27876414.jpg,4.1,"48427681, 47472732, 47328239, 48015693, 44701525, 47833415"
,The Curse of Tenth Grave,Darynda Jones,2016,352,"fantasy, paranormal, romance, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1442893100m/24154660.jpg,4.4,"44277941, 24064358, 47454315, 43190147, 47328239, 46200778, 44701525, 38696086, 41392349, 21440968, 45337774"
,Keepsake,Sarina Bowen,2016,,"romance, fiction, young-adult",https://images.gr-assets.com/books/1461251855m/29087466.jpg,4.3,"50818567, 44461267, 48713570, 49333438, 49255754, 50299658, 47255202, 49608855, 42897371, 44737724"
,Collared,Nicole  Williams,2016,273,"romance, fiction, young-adult, mystery, thriller, crime",https://images.gr-assets.com/books/1456487156m/29075691.jpg,4.1,"49570675, 46897577, 49581748, 44959427, 48096622, 49165416, 49293147, 44803025, 50786869, 45790053, 47864597, 41034658"
,Goldenhand,Garth Nix,2016,368,"fantasy, paranormal, young-adult, fiction, romance, children",https://images.gr-assets.com/books/1459203199m/23302838.jpg,4.1,"45592438, 42030616, 14190696, 42787069, 46213537, 45592898, 43528613"
,From the Editorial Page of the Falchester Weekly Review,Marie Brennan,2016,13,"fantasy, paranormal, fiction, history, historical fiction, biography",https://images.gr-assets.com/books/1459839526m/29635160.jpg,4,"48427681, 26172610, 22526291, 47877428, 46061192, 50799556"
,The Girl Who Fell,S.M. Parker,2016,320,"young-adult, romance, fiction",https://images.gr-assets.com/books/1428377532m/22864430.jpg,3.6,"42098799, 41249903, 41989158, 44527044, 45533327, 42742751, 41879326, 43145997, 41390275"
,The Secret of a Heart Note,Stacey  Lee,2016,384,"young-adult, romance, fantasy, paranormal, fiction",https://images.gr-assets.com/books/1456424870m/25165389.jpg,3.9,"43196811, 48183733, 49179216, 44260855, 43113512, 49527118, 42472829, 48442313, 45749039, 46885088, 48127871, 48007974, 47849682"
,Growling For Mine,Alexa Riley,2016,45,"fantasy, paranormal, romance",https://images.gr-assets.com/books/1458738975m/29604396.jpg,3.9,"47297591, 45340484, 42667260, 48197279"
,Paper Princess,Erin Watt,2016,370,"romance, young-adult, fiction",https://images.gr-assets.com/books/1476744953m/28678119.jpg,4.1,"45374605, 41611454, 48358625, 48003283, 45959937, 48096622, 40279256, 49039264, 49728560, 25708597, 44802990"
,The Fable of Us,Nicole  Williams,2016,350,"romance, fiction, young-adult",https://images.gr-assets.com/books/1452210419m/28483550.jpg,3.7,"46897577, 45912901, 44959427, 49570675, 47594434, 49165416, 46267910, 44537638"
,His Favorite Color Is Blood: Coffin Nails MC,K.A. Merikan,2016,329,"romance, mystery, thriller, crime",https://images.gr-assets.com/books/1449423258m/28111327.jpg,4.1,"21567232, 11199612, 45197523, 41616207, 26114046, 17982793, 41822362"
,The Mirror and the Maze,Renee Ahdieh,2016,11,"fantasy, paranormal, romance, young-adult, fiction, history, historical fiction, biography",https://images.gr-assets.com/books/1458313744m/28668275.jpg,3.8,"42859855, 25037375, 21384312, 48192074"
,The Fire Between High & Lo,Brittainy C. Cherry,2016,324,"romance, young-adult, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1456332708m/26615962.jpg,4.1,"50702865, 42947815, 45021446, 43074850, 41053673, 49635608"
,Closer to the Chest,Mercedes Lackey,2016,381,"fantasy, paranormal, fiction, young-adult, mystery, thriller, crime, romance",https://images.gr-assets.com/books/1473704589m/28534084.jpg,4.1,"47472732, 51168550"
,The Swan Riders,Erin Bow,2016,384,"young-adult, fiction, fantasy, paranormal, romance",https://images.gr-assets.com/books/1457761446m/26409580.jpg,3.9,"41767244, 49179216, 43242921, 48127871, 42990999, 47411892, 45592438, 45492751, 48280398, 46168634, 42367441"
,First Kiss,C.L. Stone,2016,377,"young-adult, romance, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1458625836m/23004848.jpg,4.5,"41383072, 40279256"
,Fast Connection,Megan Erickson,2016,,"romance, fiction, children",https://images.gr-assets.com/books/1465924265m/30415154.jpg,4.4,"48535333, 50276019, 50191643, 45123759, 48690129, 46013160, 49474397, 48709658"
,Wolfsong,T.J. Klune,2016,400,"fantasy, paranormal, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1463862865m/29233804.jpg,4.5,"40847015, 42242041, 50191359, 18141265, 49551590, 25386306"
,An Accident of Stars,Foz Meadows,2016,496,"fantasy, paranormal, fiction, young-adult, romance",https://images.gr-assets.com/books/1455570037m/26225506.jpg,3.7,"46061074, 46061192, 49993782, 45592898, 41420110, 48183733, 46869174, 50498420, 45191175, 45426319, 44712641, 463005"
,Tell Me Something Real,Calla Devlin,2016,304,"young-adult, fiction, romance, history, historical fiction, biography",https://images.gr-assets.com/books/1458421706m/25372971.jpg,3.6,"48954704, 48755652, 48056170, 46869174, 50296851, 48361489, 45424741, 49179216, 48455715, 45533327, 45592438, 45110085, 44783613"
,Shatter,Jocelynn Drake,2016,330,"romance, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1455899300m/28801469.jpg,4.4,"50276019, 44561266, 46031523, 42167010, 43121165, 25147493"
,The Queen's Poisoner,Jeff Wheeler,2016,336,"fantasy, paranormal, young-adult, fiction, history, historical fiction, biography",https://images.gr-assets.com/books/1455564888m/29103028.jpg,4.1,"44712641, 21932480, 45216688, 49296911"
,Under the Lights,Abbi Glines,2016,320,"young-adult, romance, fiction",https://images.gr-assets.com/books/1451521139m/26135139.jpg,3.8,"48302181, 49608855, 49297529, 45737173, 46132764, 49842497, 46040111, 48249357, 49255754"
,Never Ever,Sara Saedi,2016,352,"fantasy, paranormal, young-adult, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1473860803m/22840374.jpg,3.6,"41396000, 46757820, 44872662, 41096665, 45702079, 44080112, 44116682, 42139488, 42209838, 44394042, 50601246, 48682039, 44748620"
,The Night Stalker,Robert Bryndza,2016,384,"mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1458146909m/29073628.jpg,4.2,50968287
,The Telling,Alexandra Sirowy,2016,400,"young-adult, mystery, thriller, crime, fiction, fantasy, paranormal, romance",https://images.gr-assets.com/books/1440856369m/25522033.jpg,3.6,"42900866, 45556455, 44640191, 46037521, 42139488, 49758845, 42270626, 43165890, 48361489, 45594605"
,The Way Back to You,Michelle Andreani,2016,384,"young-adult, romance, fiction",https://images.gr-assets.com/books/1445798004m/22440677.jpg,3.9,"41885500, 43805969, 44986653, 41685437, 44260855, 42742751, 41989158, 45785413, 43345895, 46913289, 41902548, 46061362, 46885088, 46817056"
,Witch's Pyre,Josephine Angelini,2016,352,"fantasy, paranormal, young-adult, romance, fiction, mystery, thriller, crime, history, historical fiction, biography",https://images.gr-assets.com/books/1473881663m/23008469.jpg,4.1,"24878988, 42990999, 25339480, 41633306, 44880924, 48682039, 42209838, 45846728"
,Look Both Ways,Alison Cherry,2016,304,"young-adult, romance, fiction",https://images.gr-assets.com/books/1438879502m/21825761.jpg,2.9,"41420110, 43928166, 48007974, 44080306, 47193948, 46661437, 43464483, 41322720, 42362291, 49303768, 50610178, 42247885, 44080311, 43217785"
,Girl in the Shadows,Gwenda Bond,2016,382,"fantasy, paranormal, young-adult, fiction, mystery, thriller, crime, romance, history, historical fiction, biography",https://images.gr-assets.com/books/1456587801m/26828513.jpg,3.5,"46124434, 40066719"
,Betrayals,Kelley Armstrong,2016,416,"fantasy, paranormal, mystery, thriller, crime, romance, fiction",https://images.gr-assets.com/books/1455672545m/25174916.jpg,4.2,"47454315, 46832379, 47750741, 47472732, 42787069, 48141573, 41392349, 45774034, 44277941, 46200778"
,The Whistler,John Grisham,2016,384,"fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1462900031m/29354916.jpg,3.9,"48881943, 49177757, 48079305"
,Where Futures End,Parker Peevyhouse,2016,272,"young-adult, fiction, fantasy, paranormal, romance",https://images.gr-assets.com/books/1435962759m/18520647.jpg,3.5,"34183956, 45242972, 42943025, 43138101, 45262610, 45656984, 45490177, 41832331, 44748620, 41337333, 43134636"
,When I'm Gone,Emily Bleeker,2016,366,"fiction, romance, mystery, thriller, crime, young-adult",https://images.gr-assets.com/books/1454525207m/27401883.jpg,4,"49997474, 45670739, 46247179"
,"Love, Chloe",Alessandra Torre,2016,417,"romance, fiction, young-adult",https://images.gr-assets.com/books/1452688243m/28103957.jpg,3.9,"44803025, 43868057, 42410243, 44648888, 45950800, 49791021, 44537638, 50702865, 49728560, 46870399"
,Fallow,Jordan L. Hawk,2016,210,"history, historical fiction, biography, fantasy, paranormal, romance, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1467874348m/30962644.jpg,4.4,"51036162, 45800532, 51615124, 24343410, 48465814, 47784506"
,Beautiful Burn,Jamie McGuire,2016,251,"romance, fiction, young-adult",https://images.gr-assets.com/books/1452456357m/23714544.jpg,4.1,"43014523, 46872863, 48648967, 42179202"
,Jumbo,Todd Young,2012,193,"young-adult, romance",https://images.gr-assets.com/books/1412350554m/13647325.jpg,3.1,"25641693, 28072703"
,Predestined,Abbi Glines,2012,213,"fantasy, paranormal, young-adult, romance, fiction",https://images.gr-assets.com/books/1327068385m/13323842.jpg,4.1,"18486007, 18542985, 21473707, 17570516, 21863175, 18282029, 19200600, 18596548"
,Dante's Girl,Courtney Cole,2012,356,"romance, young-adult, fiction",https://images.gr-assets.com/books/1339333911m/15699491.jpg,3.8,"21949364, 19196363, 21356558, 21513895"
,Just for Now,Abbi Glines,2012,304,"romance, young-adult, fiction",https://images.gr-assets.com/books/1348461168m/15778138.jpg,4.2,"21356558, 21444867, 19188716, 23984106, 22382748, 21863175, 24227939, 21461918, 21913852"
,"Jason & Cadence (The Wolf's Mate, #1)",R.E. Butler,2012,197,"fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1357015732m/13485985.jpg,3.8,19214719
,Slammed,Colleen Hoover,2012,354,"romance, fiction, young-adult, poetry",https://images.gr-assets.com/books/1464826448m/30333938.jpg,4.3,"19040270, 21573427, 19134343, 21437922, 2787065, 25789248, 18981122, 21474681, 16657003, 16650195, 24572949, 21966987, 18518411, 21547521, 21880254, 23576162, 21365702"
,The Coincidence of Callie & Kayden,Jessica Sorensen,2012,283,"romance, young-adult, fiction",https://images.gr-assets.com/books/1353550763m/16113791.jpg,4.2,"23576162, 22254937, 19040270, 21985997, 21560730, 21747190, 23678657, 23745831, 21904550, 24022649, 22429217, 21732137, 23675925, 2787065, 24075414, 22096579, 16650195"
,Fifty Shames of Earl Grey: A Parody,Fanny Merkin,2012,224,"fiction, romance",https://images.gr-assets.com/books/1337500200m/14060248.jpg,3.3,"19086759, 40134264"
,Wide Awake,Shelly Crane,2012,202,"young-adult, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1367069737m/15810336.jpg,4,"21986554, 24162455, 23578470, 19188716, 21922789"
,Bloodfire,Helen Harper,2012,246,"fantasy, paranormal, romance, fiction, mystery, thriller, crime, young-adult",https://images.gr-assets.com/books/1361696006m/17191839.jpg,4,"21731909, 25589246, 23775833, 21903312, 43894216, 21552643, 33633091"
,"Devil's Luck (The Disillusionists, #3.5)",Carolyn Crane,2012,105,"fantasy, paranormal, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1329688627m/13111650.jpg,3.9,"19930274, 19202069, 19082299, 16890511, 24570280, 18504471, 13380314"
,The Sea of Tranquility,Katja Millay,2012,426,"young-adult, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1465919812m/16151178.jpg,4.3,"21927322, 18226704, 21966987, 24070983, 2787065, 21767567, 21747190, 18285292, 109560, 24329102, 18595863, 24022649, 23593652, 24075414, 22439234, 25473547, 24321178"
,"The Duke's Perfect Wife (MacKenzies & McBrides, #4)",Jennifer Ashley,2012,296,"history, historical fiction, biography, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1317220977m/8563829.jpg,4,"16687336, 16393328, 16207938, 16104328, 15203064, 15014977, 14813168, 17089570"
,The Governess Affair,Courtney Milan,2012,101,"romance, history, historical fiction, biography, fiction",https://images.gr-assets.com/books/1363009352m/13190596.jpg,3.9,"21936371, 18216417, 21830043, 17913980, 15466950"
,Free Falling,S.E. Jakes,2012,150,"romance, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1352955435m/16130930.jpg,4,"19064680, 22000005, 11245777, 41616207, 21940617, 41961444, 24085838, 21772346, 15412744"
,This Beautiful Thing (Young Love),Amanda Heath,2012,182,"romance, young-adult, fiction",https://images.gr-assets.com/books/1352957836m/16124682.jpg,3.7,"23628314, 21902304, 21444871, 22166212, 21949364, 21913852"
,Seraphina: The Audition,Rachel Hartman,2012,17,"fantasy, paranormal, young-adult, fiction, romance, mystery, thriller, crime, history, historical fiction, biography, children",https://images.gr-assets.com/books/1341555396m/15715106.jpg,4,"21122000, 19258458, 21517184, 21749379, 25701457"
,Whistle Blowing,Ada Maria Soto,2012,172,"romance, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1340527326m/15704868.jpg,3.9,"20411638, 19319905, 19285771"
,Laurel Heights,Lisa Worrall,2012,272,"mystery, thriller, crime, romance, fiction",https://images.gr-assets.com/books/1394886739m/21465089.jpg,3.9,"21397485, 21408053, 17012687, 14858963, 17003434, 19043436, 26150402, 18074600, 18447540, 24893819"
,Rule,Jay Crownover,2012,369,"romance, young-adult, fiction",https://images.gr-assets.com/books/1357012113m/17200687.jpg,4.2,"21876920, 24065237, 22254937, 23678657, 23013398, 22382748, 21930423, 23745834, 21913852, 23348933, 23686405, 21751013, 21834933, 23594178, 21997325, 21915581"
,Curtains for Love,Evans Light,2012,41,"fiction, fantasy, paranormal, romance",https://images.gr-assets.com/books/1376367834m/16102176.jpg,4,39890678
,The Vincent Brothers,Abbi Glines,2012,304,"romance, young-adult, fiction",https://images.gr-assets.com/books/1330071594m/13369678.jpg,4.1,"18086491, 21356558, 18057170, 19188716, 18983865, 21573427"
,Timeless,Gail Carriger,2012,407,"fantasy, paranormal, romance, fiction, history, historical fiction, biography, mystery, thriller, crime, young-adult",https://images.gr-assets.com/books/1327890901m/11324166.jpg,4.1,"14654952, 18256337, 20434241, 14401470, 18534698, 19052613, 23970725, 10282140, 2443812, 23862393"
,Feral Sins,Suzanne Wright,2012,429,"fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1331458140m/13522957.jpg,4.1,"17495533, 25209900, 1928437, 16303709, 25106456, 14524822"
,Magic Under Stone,Jaclyn Dolamore,2012,297,"fantasy, paranormal, young-adult, romance, fiction, history, historical fiction, biography",https://images.gr-assets.com/books/1317597063m/8171792.jpg,3.6,"15883874, 16830745, 13794998, 18147783, 17831609, 6232304, 15248261"
,Make Me (Demon Underground #4),Parker Blue,2012,224,"young-adult, fantasy, paranormal, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1331861918m/11542226.jpg,4.1,18250763
